baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCD2	773.886256844081	0.445632865960853	0.28214671947959	1.57943663772809	0.114235939273647	0.179778709204843
ABCD3	595.595699894841	-0.143911171459832	0.16250987895957	-0.885553373008391	0.375858246680057	0.484565071598775
ABCD4	778.110280046426	-0.801950003082935	0.200688844538593	-3.99598694649278	6.44252839052815e-05	0.000196773809035015
ABCE1	1581.35452541054	1.80203754401267	0.230770052282118	7.8088015589201	5.77343168479363e-15	6.10606538361429e-14
ABCF1	2006.78347522949	1.20695237293208	0.122941284216827	9.81730734814372	9.48429966130975e-23	2.01429070614691e-21
ABCF2	1029.28294515134	-0.88307382146504	0.245343683975704	-3.5993338289992	0.000319033421266757	0.000869763687125542
ABCF2-H2BE1	743.416197475736	-0.0564433645864899	0.245872368020771	-0.229563675824367	0.818430835547742	0.8661111226225
ABCF3	1023.21292446834	-0.869017516853738	0.162101368596575	-5.3609511404958	8.27849083405857e-08	3.90417408775689e-07
ABCG1	199.619093145683	0.910242049879959	0.228794029155682	3.97843446019559	6.93705272472927e-05	0.000210610737362317
ABCG2	38.8490653745917	1.50473612775126	0.686851944592913	2.1907721738243	0.028468283218726	0.0526898237167341
ABCG4	10.2109717364385	-3.72063949743914	1.00165998884629	-3.71447351283798	0.000203627195683806	0.000571824805199021
ABHD1	12.0907940689135	-0.74498786485826	0.559340605632206	-1.33190377626209	0.182891810001844	0.268596140916903
ABHD10	482.440751802701	0.907127604185147	0.166522163000218	5.44748871766673	5.10859546038444e-08	2.47773194532552e-07
ABHD11	159.260778107222	-1.25888987191998	0.165915695033597	-7.58752733829706	3.26067833902679e-14	3.22269184704191e-13
ABHD12	668.591033125959	-0.546723422390628	0.223772947891703	-2.44320606016782	0.014557422784382	0.0286961505401753
ABHD12B	1.55708239948643	-0.621603706813409	1.09669785635357	-0.566795770787944	0.570852944275603	0.669521518487938
ABHD13	670.330192977068	-0.79087700482376	0.126264516257639	-6.26365211909576	3.76063941113265e-10	2.33940687902207e-09
ABHD14A	238.127657629561	-1.08361199605374	0.159801223382186	-6.78099937609448	1.19347392799077e-11	8.83981750817134e-11
ABHD14A-ACY1	17.5788087232995	0.9735510557884	0.525947501933886	1.85104226602217	0.0641634728135169	0.108552948777422
ABHD14B	782.339363613583	-0.106889895796707	0.0923110189734861	-1.15793214055419	0.246891730102539	0.344585197102432
ABHD15	685.392924279358	-0.757921428275779	0.162990458012687	-4.65009692909007	3.31779062811083e-06	1.24814899615678e-05
ABHD16A	754.660571717506	-1.13501573382311	0.170633499556973	-6.65177551166694	2.89578158719609e-11	2.04818801311594e-10
ABHD17A	4730.25680645803	-1.81928908995935	0.127315341346234	-14.2896297549232	2.53955995655934e-46	2.30395338255485e-44
ABHD17B	416.290794390459	1.0180567113562	0.172321904036675	5.90787756813275	3.46543404853932e-09	1.9328353728438e-08
ABHD17C	646.567823955166	-2.66718775611723	0.235287707844063	-11.3358567710852	8.71747899315846e-30	3.18187983250284e-28
ABHD18	560.23064911133	-0.37344988341867	0.162403683148963	-2.29951609580263	0.0214756504491158	0.0408359987640989
ABHD2	2685.82320637898	-0.791006610668259	0.171306304920638	-4.61749852718329	3.88393437402585e-06	1.44348448970722e-05
ABHD3	568.795918699544	-0.778286041231695	0.174453731657399	-4.46127482535102	8.14735250590196e-06	2.886516875398e-05
ABHD4	467.072103655268	0.24301371870954	0.297327717279228	0.817326150865781	0.413742066059123	0.522840718743795
ABHD5	445.838919378035	-1.28524260117175	0.168478000337033	-7.62854852622109	2.37411479418926e-14	2.3703391663359e-13
ABHD6	140.066245030834	0.461018564872876	0.202577568103539	2.27576315180784	0.0228601892890453	0.04323300046892
ABHD8	355.762635754967	0.212008182121985	0.145229341200312	1.45981645561255	0.144340524760034	0.21981608151647
ABI1	1816.41041287584	-0.145916228309972	0.0789596947390321	-1.84798369335439	0.0646047018499318	0.109181737432398
ABI2	1004.64932331893	0.907599051804335	0.168786040911971	5.37721630829464	7.56462719173411e-08	3.58908173440952e-07
ABI3	888.771759929198	-1.1624103534889	0.417000436275724	-2.78755188812394	0.00531079486073635	0.0114827008319682
ABI3BP	112.582567737046	-0.677206181487421	0.756548472346904	-0.895125965143576	0.370719755343887	0.479121093554209
ABITRAM	286.991585756126	-0.167443321351735	0.143237695979498	-1.16898921199976	0.242407977863182	0.339635173412126
ABL1	1201.48104627237	-0.225368210297415	0.141675920228803	-1.59073052028497	0.111670235230032	0.176377613156421
ABL2	512.364305914859	-0.660658952646412	0.189299671142111	-3.4900163780551	0.000482990945557349	0.00127083703110186
ABLIM1	3340.34176940222	-0.898578362119824	0.16954488888164	-5.29994367891047	1.15838408900093e-07	5.34573310110839e-07
ABLIM2	50.9720156048541	-1.86361867221828	0.309452727462353	-6.02230488482283	1.71950596961382e-09	9.93654130820651e-09
ABLIM3	287.942746130124	-4.94527406997755	0.5933210512369	-8.33490411248364	7.75610238852522e-17	9.89691276324417e-16
ABO	12.6622252879245	-1.81690058897508	0.814187220054751	-2.2315513486602	0.0256446301730701	0.0479785994238091
ABR	3187.66586392515	-1.44888165459056	0.297573091407717	-4.86899419479226	1.12167702512875e-06	4.49903422167025e-06
ABRA	3.97620962766029	0.249586586576241	0.639634786630859	0.390201708526337	0.696387398342993	0.773626855676194
ABRACL	854.8617047675	0.644171350466902	0.248205569245766	2.59531384579474	0.00945045804800668	0.0194040998251524
ABRAXAS1	343.371909346487	0.166753290105496	0.166172647762613	1.00349421129591	0.315622468523724	0.421017732745186
ABRAXAS2	494.649742346389	0.215705699300245	0.157860626482797	1.36643128882902	0.171803633684626	0.255177252832423
ABT1	908.668440052075	0.306317112843009	0.163569459446293	1.87270358341916	0.0611093282674334	0.103923600298772
ABTB2	258.215055967879	1.40017012407271	0.444316039263512	3.15129322451109	0.0016254921213339	0.00387133518123454
ACAA1	1423.20780631314	-0.424033999224449	0.133554868354575	-3.17497972517692	0.00149846970892354	0.00359701056457716
ACAA2	1134.71659826939	0.271367827328199	0.221439725024208	1.22547039515395	0.22039803785917	0.314296493203677
ACACA	845.748526679813	1.42699590189089	0.242339989314162	5.88840457544536	3.89941590539896e-09	2.15573556305871e-08
ACACB	409.242700211603	-2.21873931314627	0.459740433169283	-4.82606956680118	1.39253883792407e-06	5.52195479060593e-06
ACAD10	448.690300893961	-0.418851493590576	0.275205140912384	-1.52196100771215	0.128018851119695	0.198430868174843
ACAD8	506.025412106231	-0.336477817190054	0.176386146582271	-1.90762043227194	0.0564402923595482	0.0971443961040865
ACAD9	734.759315962132	0.142939084315913	0.131641194451245	1.08582336184174	0.277557148485016	0.379002909820109
ACADL	4.49999146786302	0.226539826364465	0.544475607620251	0.416069743426352	0.6773589693569	0.759275752528153
ACADM	1068.96385861056	1.37494764268154	0.173590978872868	7.92061690998645	2.36335042917312e-15	2.59208839873321e-14
ACADS	387.041537169035	-0.140861233856793	0.15576661353715	-0.904309535003138	0.365831292214481	0.474052355623041
ACADSB	659.117068336637	0.00739684571033656	0.175419495920019	0.0421666113651876	0.966365879146281	0.976444503521592
ACADVL	5862.75053733202	0.364788322783006	0.19199925454857	1.8999465578171	0.0574401332928266	0.0987212978570864
ACAN	13.0291626778924	-0.555136952171886	1.07802794551702	-0.514955993933574	0.60658377138751	0.700694214464338
ACAP1	9054.31753221857	-1.38037441914125	0.120064738473585	-11.4969177186434	1.36710652039424e-30	5.29795971298459e-29
ACAP2	2180.25396226688	-1.11424050210943	0.162493051446979	-6.85715784267248	7.02440058289356e-12	5.32856293612927e-11
ACAP3	1755.57085786693	-1.89460653783258	0.299098561823443	-6.33438865864878	2.38284168312785e-10	1.51842063405163e-09
ACAT1	802.586293481725	-0.0485874291628983	0.340419983095924	-0.142727899581639	0.886505081616372	0.918092857536717
ACAT2	926.04536964449	2.25140968559411	0.24706243186487	9.11271563466804	8.03451903120573e-20	1.3301875126031e-18
ACBD3	866.516458533769	-0.546274642402053	0.134810964567627	-4.05215291021835	5.0748478289818e-05	0.000157472788999346
ACBD4	256.414159489713	0.251422287893661	0.229679694866307	1.09466484636358	0.273663494854842	0.374575681390594
ACBD5	637.769832299418	-0.760361314303846	0.13529056861002	-5.62020931773606	1.9072623897875e-08	9.68440090835159e-08
ACBD6	628.749205999264	0.580869852067734	0.132344246011277	4.38908278655528	1.13829733865623e-05	3.92132939644634e-05
ACBD7	79.3403453360858	4.81129044443433	0.402436165213367	11.9554127096988	6.08306129724291e-33	2.7514019325714e-31
ACD	573.635405533804	-0.315583857601013	0.119631623156545	-2.63796351896064	0.00834055539077686	0.0173104996698494
ACE	410.363875156312	-3.6168110592579	0.691896221293619	-5.22738952453831	1.7192005863724e-07	7.7514660164076e-07
ACER1	3.57068817537463	3.84079214186769	0.986946574551925	3.89159073135384	9.95891335266847e-05	0.000295026698886621
ACER2	71.3404776541063	-1.79944606201476	0.243233806831481	-7.3980096987976	1.38240756660814e-13	1.25779053669071e-12
ACER3	590.761512566721	-1.3345585940642	0.205684599375684	-6.48837393813147	8.67677115489435e-11	5.82721109439738e-10
ACHE	16.4380114301574	0.743875941575637	0.423268187974414	1.75745771288771	0.0788398236048795	0.13015388191581
ACIN1	4518.59091812832	-0.186777628999144	0.261828207303304	-0.713359461621258	0.475623351390828	0.583495185419722
ACKR1	23.6381573792984	-0.249271589792632	0.50207450556357	-0.496483264994363	0.619553491606303	0.711382840790177
ACKR2	21.3040569297239	1.42874176424878	0.57616499025921	2.47974415037957	0.013147668456506	0.0262035119269665
ACKR3	114.418944466664	-2.08829694705476	0.546435084869658	-3.82167434866098	0.000132548652283674	0.000384680306507446
ACKR4	12.6379418955828	1.25452663186262	0.376061088122414	3.33596501070127	0.00085003861503116	0.00213530026615142
ACLY	4360.59152969615	0.512812432948702	0.177919747631624	2.88226821235415	0.0039482349882869	0.00876982000299504
ACO1	397.01670957374	1.37698745211696	0.183545035962869	7.50217757126113	6.27662633873355e-14	5.94877115860043e-13
ACO2	1844.32813854092	-0.0151509758821345	0.12351620550428	-0.122663870868422	0.902373274622644	0.929863340897013
ACOD1	2.5214771758121	0.521964085717496	1.45874045922598	0.35781833733086	0.720479266741843	0.791679028891643
ACOT1	33.6725604394306	-0.640449913362844	0.474248892066553	-1.35045104812383	0.176871345722258	0.261368587808195
ACOT11	22.4197171276928	0.411359347219644	0.474445792158802	0.867031290019235	0.385924865669419	0.494520586387276
ACOT12	2.66269586769412	-3.26466311068711	1.05164666114404	-3.10433459384127	0.00190707527311996	0.00448950748636834
ACOT13	354.294776100536	0.443300144050709	0.24117453773916	1.83808849892005	0.0660493656474605	0.111287685865474
ACOT2	211.921136082769	-0.359445857307243	0.220861667592689	-1.62747053947872	0.103637200634697	0.165276740911259
ACOT4	42.373534178288	0.881812252802389	0.48363245590078	1.82331074361001	0.0682563400356037	0.114563496616276
ACOT7	659.701823813817	0.166121261166119	0.387091947008579	0.429151942968314	0.667812653363984	0.75081085920829
ACOT8	392.540536103638	-0.253558172494515	0.0953201905801718	-2.66006782981883	0.00781249162153844	0.0163315205114605
ACOT9	901.691552750753	-0.602929139382719	0.221952219136874	-2.71648169019164	0.00659798446173506	0.0140185956581741
ACOX1	780.030082300098	-0.123184480619164	0.174712263906387	-0.705070599309315	0.48076630202632	0.58826125440891
ACOX2	19.658630627935	-1.45896503485583	0.680069637181193	-2.14531711914543	0.0319275006684558	0.0584735313590083
ACOX3	377.724866994007	-0.217629339956191	0.169968759394519	-1.2804078863166	0.200401721832713	0.290210834486476
ACOXL	18.8837154559315	3.0842708806276	0.783491285768732	3.9365733054726	8.26533800799441e-05	0.000247896961657696
ACP1	1614.55469887073	0.182780387445721	0.135766648456025	1.34628341735138	0.178211131664388	0.262952309060128
ACP2	599.94747811535	-0.179798880616102	0.105665496128109	-1.70158554310023	0.0888330894879299	0.144495319671786
ACP3	87.6071264881497	-3.2821413598926	0.865142086311302	-3.79375990582846	0.000148383158492524	0.000426924596249344
ACP5	1147.43470226054	-0.0816142019087923	0.320347608237047	-0.254767633065643	0.798902575591421	0.850647540732439
ACP6	318.644156707777	-0.622027883363973	0.227958936984884	-2.7286839094412	0.00635876222084526	0.0135562038924431
ACRBP	27.6710739301133	-0.769848077492781	0.72808568174554	-1.05735917735275	0.290347694954662	0.393320133981824
ACSBG1	2.84055603155051	0.876844450244501	1.21040839629043	0.724420330304867	0.468807722244449	0.577319513583886
ACSF2	426.982296626488	-1.83067820180013	0.416166212981018	-4.39891116745614	1.08795344726953e-05	3.75697015509246e-05
ACSF3	1201.79515987686	-0.987882151541363	0.124742269114526	-7.91938577479608	2.38686722710822e-15	2.61605315149885e-14
ACSL1	979.634037546924	-0.828938326573789	0.214113232099882	-3.87149508904287	0.000108169837056553	0.000318881591397934
ACSL3	1473.23440269426	1.14207223351567	0.159366696781358	7.16631678124399	7.70423884044981e-13	6.53610965410052e-12
ACSL4	2571.10338635123	-0.509075057582653	0.280566254755494	-1.81445576206696	0.0696075875250941	0.116470265053982
ACSL5	1780.79617901284	-0.590142559785161	0.182783007104532	-3.2286511155146	0.00124375527708905	0.00303777452130604
ACSL6	106.895078076308	0.406060208582565	0.465885357162101	0.87158826166172	0.383433036661407	0.491997403165675
ACSM1	2.39764605392114	2.9937048942455	1.00987424427462	2.96443335516083	0.00303240918516523	0.00688864700552442
ACSM2A	2.8667479928106	5.44307221975702	0.975464559804404	5.57997947239461	2.40546971627559e-08	1.20812311030225e-07
ACSM2B	1.05135192774799	2.40752706242364	2.04337479153847	1.17821119864702	0.23871241915562	0.33535547964979
ACSM3	38.4747966561343	3.35825927507884	0.379943580913864	8.83883672149782	9.67203476643391e-19	1.45544185675149e-17
ACSM5	2.42795521845218	-0.615014640345724	0.994500659426765	-0.618415517894399	0.536301471254741	0.63888057619303
ACSS1	963.458502125619	-0.452597430990043	0.196523222802768	-2.30302263791121	0.0212775694218826	0.0404838710239359
ACSS2	801.360904291502	1.35176239798998	0.211164175724746	6.40147597645545	1.53882028949085e-10	1.00506801679396e-09
ACSS3	15.9043868475854	-0.145756313160127	0.931942867415097	-0.156400481463426	0.875717357692152	0.910344676710711
ACTA1	1369.0551796967	0.298827902551642	0.3052611532238	0.978925419745626	0.327616831158195	0.433722990858856
ACTA2	570.786475357824	0.238079078063382	0.352658110175033	0.675098831401375	0.499612976051968	0.605655801277179
ACTB	176414.581229888	-0.202914713329586	0.153193739693284	-1.32456269907537	0.185316234519854	0.271724430193302
ACTC1	49.0375984434453	-0.401573633598482	0.3132962235517	-1.28176978658095	0.199923415854181	0.289651805763073
ACTG1	55236.6573176786	0.507351677530861	0.185504264456743	2.7349865999936	0.006238281552901	0.013313819550283
ACTG2	21.0400015510931	0.885673981696019	0.447564306400859	1.97887536836499	0.047830040137563	0.0838652371273756
ACTL10	38.2529543798616	0.114523080573062	0.299407346857264	0.382499233152281	0.702091097592782	0.77743190184272
ACTL6A	863.253396438915	0.96384107094086	0.200916242705219	4.79722822785907	1.60876264354539e-06	6.32820292993607e-06
ACTL8	4.78782844393339	-5.39744533931587	1.29141522104174	-4.17948096891867	2.92175167778046e-05	9.41040274630913e-05
ACTN1	1178.72467297904	2.21427980768891	0.414301612721154	5.3446082267105	9.06128229671158e-08	4.23642614378577e-07
ACTN2	122.743045135128	0.0926755292648969	0.320343920099221	0.289300103576782	0.772351733061108	0.830757264447694
ACTN3	68.6854551073732	-0.714940726449161	0.443201800567273	-1.61312685448046	0.106716950627444	0.169457966420249
ACTN4	16807.8312742762	-2.09321760526013	0.119699054191129	-17.4873362150196	1.78927466484078e-68	4.92678348503089e-66
ACTR10	720.886237515871	-0.188233791590841	0.107920923424614	-1.74418255160991	0.0811272628568059	0.133412865731095
ACTR1A	2496.36643474389	-1.09045142237856	0.115491989757838	-9.44179267034024	3.66455307724641e-21	6.79848233420597e-20
ACTR1B	1551.62986844959	0.591605701127763	0.197584952058878	2.99418399510238	0.00275179943400259	0.00629859882115658
ACTR2	11046.8001647175	-0.194792955464254	0.127655641790987	-1.52592515874224	0.127028504257205	0.197124023563065
ACTR3	10579.357670057	-0.0023537865456222	0.171321492143124	-0.0137390032982892	0.989038206246978	0.99222724594413
ACTR3B	105.52594980321	0.874421390240124	0.180663101910146	4.84006629463842	1.29795822939724e-06	5.16517606754301e-06
ACTR3C	67.7217480582356	-0.534992728292511	0.323923379059354	-1.65160270260851	0.0986155687303994	0.158437030527548
ACTR5	280.643293334965	-0.737404952857913	0.1248470041784	-5.90646894341332	3.4951814922267e-09	1.94804238354041e-08
ACTR6	310.168451276666	0.426510455833653	0.110393894873704	3.86353299991455	0.00011175878738118	0.000328809988151385
ACTR8	567.587269154754	-0.165242312543148	0.142953096099024	-1.15591978804491	0.247713967847205	0.345333594361571
ACTRT3	11.5078476367921	1.30097878655034	0.540754568001519	2.40585815365074	0.0161345280047115	0.0315553167643549
ACVR1	696.037762065057	-0.361490689987258	0.135584204744989	-2.66617111238851	0.00767206326008323	0.0160657815699808
ACVR1B	367.638283758567	-1.95735220160591	0.225540501980158	-8.67849536744453	4.01038878264164e-18	5.68591255136049e-17
ACVR1C	33.2794126726594	2.4062242798996	0.503765888901619	4.77647322478699	1.78396294255189e-06	6.96326744176871e-06
ACVR2A	64.0853205394399	0.420843964536344	0.460169824360328	0.914540550592055	0.360432880467297	0.46848812082271
ACVR2B	511.780406106287	-0.743676055100262	0.208201315587807	-3.57190852997575	0.000354389196576903	0.000958328470067969
ACVRL1	53.7847510303259	0.110731889637661	0.666168211061717	0.166222115974553	0.867982155522128	0.904700486845518
ACY1	182.154275310822	1.5616797174664	0.253296628821611	6.16541848476887	7.02969764287726e-10	4.24677076616469e-09
ACY3	4.12742618138399	1.43278526681112	0.953264123140915	1.50303072572398	0.132831120903256	0.204490872248808
ACYP1	167.315557821803	-0.0417056307853034	0.162346011194165	-0.25689347387429	0.797261008656005	0.849603066029533
ACYP2	75.5225163231088	0.233258040412979	0.213054702986504	1.09482699580565	0.273592437119275	0.374566756855113
ADA	1204.39712459451	-1.90016659988033	0.173300847785429	-10.9645545544763	5.65784733009533e-28	1.77955739170032e-26
ADA2	1899.16623433697	-3.15183954907905	0.417149349868759	-7.55566213892138	4.1673432208859e-14	4.05527402499314e-13
ADAL	130.154831087069	2.00886732731975	0.259161464682405	7.75141215450978	9.08762025797393e-15	9.39592885038872e-14
ADAM10	2960.99468997365	-0.0208368663086815	0.15118654449924	-0.137822227352953	0.890380917110471	0.921214543424524
ADAM11	16.1885546985036	1.39450406442725	0.432550554561051	3.22391001403843	0.00126453128977271	0.00308515756147717
ADAM12	3771.77835813111	-5.52305356339294	0.683584874188086	-8.07954326074409	6.50097967935451e-16	7.54123252531182e-15
ADAM15	922.970005422139	-0.0873939808582937	0.170641495000596	-0.512149643660754	0.608546282750538	0.702316132209436
ADAM17	1067.51384950729	-1.64870393459273	0.174915146184706	-9.42573568129854	4.27100877335278e-21	7.85855600208346e-20
ADAM19	3079.72858942686	2.1092933576631	0.405122300079406	5.20655949388534	1.92374035464683e-07	8.61675367185559e-07
ADAM20	1.90664301367598	0.248755809364201	1.03052782569368	0.241386795350971	0.809255346000999	0.859180318980293
ADAM22	37.7141302805387	1.81260219601159	0.52097391760265	3.47925708901624	0.000502805972119878	0.00131877335100626
ADAM23	26.3855664092977	1.12291195985196	0.569148426626313	1.97296857431046	0.048499142832237	0.0848789079785861
ADAM29	4.49408993530749	-2.79444520253204	1.08298545638789	-2.58031646320756	0.00987098112954878	0.0201804153742696
ADAM32	7.31896852106155	-3.73771304762494	0.757902997008941	-4.93165096638462	8.1537515096398e-07	3.33263359228637e-06
ADAM33	15.9275804080574	-1.72104874957924	0.459063935657683	-3.74903932959483	0.000177513248511099	0.000503992481074837
ADAM9	906.419539783768	-1.30842608014983	0.351760614730945	-3.71964917434152	0.000199499691653989	0.000561338770259835
ADAMDEC1	193.290952398206	-0.0771295449202481	0.720827559879678	-0.107001381763376	0.914787883561309	0.939080112008289
ADAMTS1	29.6890941887678	-0.287437716285187	0.658990800500447	-0.436178647815574	0.662707118519177	0.746353919715735
ADAMTS10	129.634857746352	3.35357905624778	0.769549043974898	4.35784968158205	1.31346540748142e-05	4.46788894027329e-05
ADAMTS12	22.9191032680764	-0.680507186319314	0.890667442974345	-0.764041833668906	0.444842313240581	0.554155100111987
ADAMTS13	43.7425857642648	2.04697678668245	0.487834561201234	4.19604708129333	2.71613808889137e-05	8.79145953911116e-05
ADAMTS14	366.028306468866	-4.5242721783041	0.525285974004108	-8.61296970070767	7.11919143108096e-18	9.85323717026593e-17
ADAMTS15	53.8873603137657	-0.329801656498485	0.686223859632768	-0.480603598765828	0.630798257236872	0.720604021204797
ADAMTS16	3.8649478925037	-0.271205991610284	0.717013732336067	-0.378243790013172	0.705249497878381	0.780103662640157
ADAMTS17	73.8062482253747	-0.310262783534488	0.525952652349333	-0.589906300783162	0.555253469671782	0.655290112527154
ADAMTS19	1.15211484641234	-1.99391043224366	1.65927157193318	-1.20167817370643	0.229488240701049	0.325015154106024
ADAMTS2	91.6099578264998	-0.616103041336411	0.680648622328634	-0.905170481692301	0.365375077307578	0.47357848198385
ADAMTS3	18.9606138082144	-0.516393916790721	0.372892021541271	-1.38483498428396	0.166102930907003	0.247930147464137
ADAMTS4	31.6522855027078	2.22334443938317	0.4309339405076	5.15936256207687	2.47792045470632e-07	1.09213596002852e-06
ADAMTS5	9.99006803743625	-0.990482595376459	0.75648548289638	-1.30932135218797	0.190425519814044	0.278072993438912
ADAMTS6	52.9688341331633	-2.27235417947222	0.563719671651274	-4.03100032471092	5.55399669505306e-05	0.000170787574703875
ADAMTS7	51.4464556806921	2.32991861261902	0.637630054912052	3.65402884426516	0.000258157247023512	0.000713341195780636
ADAMTS8	8.44265826342935	-0.505999329008756	0.867247716321147	-0.583454207472807	0.559587575287483	0.659116472355501
ADAMTS9	14.5604229554726	-0.160144156704731	0.743931584651191	-0.215267317598591	0.829558909067107	0.874818724572213
ADAMTSL1	13.2305347808174	-1.02102731719435	0.410325966275177	-2.48833220686215	0.0128343784073453	0.0256279350004178
ADAMTSL2	12.8037408990509	-0.360169939948011	0.816877015115581	-0.440910851062507	0.659277537705724	0.743505134317118
ADAMTSL3	11.7484440229497	-0.379546886256663	0.638724072104858	-0.594226682275963	0.552360508848714	0.652661159857003
